,Without OAE,Without OAE,With OAE,With OAE
,Max,Min,Max,Min
Variables,,,,
Alkalinity,2215.0,2171.0,3270.0,2916.0
CO2 flux,3.54,-5.69,-6.63,-34.9
fCO2,923.0,716.0,390.0,277.0
DIC,2139.0,2066.0,2738.0,2602.0
pH,,,,
